sku,brand,fccIds,functions,oemPartNumbers,descriptor,confidence,rawText
NIS-342,NIS,KR5S180144014,"L, U, P",,,catalog label extraction - review,"KR5S180144014 | L, U, P | 285E3-5AA1C, CONTINENTAL: | S180144304"
NIS-343,NIS,KR5S180144014,"L, U, TH, RS, P",,,catalog label extraction - review,"KR5S180144014 | L, U, TH, RS, P | 285E3-4RA0B, CONTINENTAL: | S180144310"
NIS-344,NIS,KR5S180144014,"L, U, TH, P",,,catalog label extraction - review,"KR5S180144014 | L, U, TH, P | 285E3-9HS4A, CONTINENTAL: | S180144324"
NIS-347,NIS,KR55WK49622,"L, U, T, P",,,catalog label extraction - review,"KR55WK49622 | L, U, T, P | 285E3-JF87A, 285E3-JF30A, | 285E3-JF80A, 285E3-JF81A, | Scan for More"
NIS-349,NIS,CWTWB1G744 L,,,,catalog label extraction - review,"CWTWB1G744 | L, U, HH, RS, P | 285E3-1LB5A"
NIS-350,NIS,KR5S180144106,"L, U, RS, P",,,catalog label extraction - review,"KR5S180144106 | L, U, RS, P | 285E3-6FL2A, 285E3-6FL2B, | CONTINENTAL: S180144109"
NIS-351,NIS,KR5S180144106 L,,,,catalog label extraction - review,"KR5S180144106 | L, U, HH, RS, P | 285E3-6FL7A, 285E3-6FL7B, | CONTINENTAL: S180144110"
NIS-352,NIS,CWTWB1U787 L,,,,catalog label extraction - review,"CWTWB1U787 | L, U, HH, P | 285E3-1LP0C"
NIS-353,NIS,CWTWB1G0168,"L, U, ECC, P",,,catalog label extraction - review,"CWTWB1G0168 | L, U, ECC, P | 285E3-5SA1A"
NIS-354,NIS,KR5TXN1,"L, U, P",,,catalog label extraction - review,"KR5TXN1 | L, U, P | 285E3-5RA0A, CONTINENTAL: | S180144502"
NIS-355,NIS,KR5TXN3,"L, U, RS, P",,,catalog label extraction - review,"KR5TXN3 | L, U, RS, P | 285E3-5RA6A, CONTINENTAL: | S180144503"
NIS-356,NIS,KR5TXN4,"L, U, RS, T, P",,,catalog label extraction - review,"KR5TXN4 | L, U, RS, T, P | 285E3-6CA6A, 285E3-6LA6A"
NIS-357,NIS,KR5TXN7,"L, U, P",,,catalog label extraction - review,"KR5TXN7 | L, U, P | 285E3-9UF1A, 285E3-9UF1B, | CONTINENTAL: S180144902"
NIS-359,NIS,KR5TXN1,"L, U, T, P",,,catalog label extraction - review,"KR5TXN1 | L, U, T, P | 285E3-6CA1A"
NIS-360,NIS,KR5TXN4 L,,,,catalog label extraction - review,"KR5TXN4 | L, U, HH, RS, P | 285E3-6RR7A, CONTINENTAL: | S180144507"
NIS-361,NIS,KR5TXN7,"L, U, RS, P",,,catalog label extraction - review,"KR5TXN7 | L, U, RS, P | Part: 285E3-9UF5B, | 285E3-9UF5A"
NIS-362,NIS,KR5TXN7 L,,,,catalog label extraction - review,"KR5TXN7 | L, U, HH, RS, P | 285E3-9UF7A, CONTINENTAL: | S180144905"
NIS-363,NIS,KR5TXN7,"L, U, TH, RS, P",,,catalog label extraction - review,"KR5TXN7 | L, U, TH, RS, P | 285E3-9DJ3B, CONTINENTAL: | S180144906"
NIS-364,NIS,KR5S180144014 L,,,,catalog label extraction - review,"KR5S180144014 | L, U, HH, P | CONTINENTAL: S180144323"
NIS-365,NIS,KR55WK49622,"L, U, P",,,catalog label extraction - review,"KR55WK49622 | L, U, P | 285E3-1ET5D, 285E3-1ET5A"
NIS-366,NIS,KR5TXN3,"L, U, P, RS",,,catalog label extraction - review,"KR5TXN3 | L, U, P, RS | 285E3-6TA5B | --- PAGE BREAK ---"
NIS-367,NIS,KR5TXN1; S180144502,"L, U, P",,,catalog label extraction - review,"KR5TXN1, S180144502 | L, U, P | 285E3-6XR1A"
NIS-369,NIS,KR5TXN1,"L, U, P",,,catalog label extraction - review,"KR5TXN1 | L, U, P | 285E3-6TA1A"
NIS-371,NIS,CWTWB1U751; KBRASTU15; CWTWB1U415; CWTWB1U733; CWTWB1U821; 28268-ZT03A; 28268-EA000; 28268-EA00A,"L, U, P",H0561-C993A; 19316465,,catalog label extraction - review,"CWTWB1U751, KBRASTU15, | CWTWB1U415, CWTWB1U733, | CWTWB1U821, 28268-ZT03A, | 28268-EA000, 28268-EA00A | L, U, P | H0561-C993A, TWB1U751, | 19316465, Scan for More"
NIS-375,NIS,S180144102,"L, U, P",285E34CB0C,,catalog label extraction - review,"S180144102 | L, U, P | 285E3-4CB0C, 285E34CB0C"
NIS-377,NIS,KR55WK49622,"L, U, T, P",,,catalog label extraction - review,"KR55WK49622, 49622 | L, U, T, P | 285E3-9N07A, 285E3-9N07A"
NIS-380,NIS,KR55WK49622,"L, U, T, P",,,catalog label extraction - review,"KR55WK49622 | L, U, T, P | 285E3-JF87D, 285E3-JF87A"
NIS-382,NIS,KR5TXN4,"L, U, H, RS, P",,,catalog label extraction - review,"KR5TXN4 | L, U, H, RS, P | 285E3-6TA7B"
NIS-384,NIS,KR5TXN7,"L, U, RS, T, P",,,catalog label extraction - review,"KR5TXN7 | L, U, RS, T, P | 285E3-9UH7A"
NIS-385,NIS,KR5TXPZ1,"L, U, P",,,catalog label extraction - review,"KR5TXPZ1 | L, U, P | 285E3-5MR1B"
NIS-386,NIS,KRSTXN1,"L, U, T, P",,,catalog label extraction - review,"KRSTXN1 | L, U, T, P | 285E3-6LA1A"
NIS-387,NIS,CWTWB1U787,"L, U, T, P",,,catalog label extraction - review,"CWTWB1U787 | L, U, T, P | 285E3-1LP0E"
NIS-388,NIS,CWTWB1U787,"L, U, RS, P",,,catalog label extraction - review,"CWTWB1U787 | L, U, RS, P | 285E3-6JU4A"
NIS-389,NIS,KR5TXPZ3,"L, U, RS, P",,,catalog label extraction - review,"KR5TXPZ3 | L, U, RS, P | 285E3-6RA5A"
NIS-390,NIS,KR5TXPZ1,"L, U, T, P",,,catalog label extraction - review,"KR5TXPZ1 | L, U, T, P | 285E3-5MR3B"
NIS-391,NIS,KR5TXN4,"L, U, T, RS, P",S180144803,,catalog label extraction - review,"KR5TXN4 | L, U, T, RS, P | 285E3-6LS5A, S180144803"
NIS-392,NIS,KR5TXPZ3,"L, U, T, RS, P",,,catalog label extraction - review,"KR5TXPZ3 | L, U, T, RS, P | 285E3-7LA7A"
NIS-393,NIS,KR5TXN4,"L, U, H, RS, P",,,catalog label extraction - review,"KR5TXN4 | L, U, H, RS, P | 285E3-6XR7A"
NIS-394,NIS,KR5TXN7,"L, U, P",,,catalog label extraction - review,"KR5TXN7 | L, U, P | 285E3-9BU1A, 285E3-9BU1B"
NIS-395,NIS,KR5TXN3,"L, U, RS, P",,,catalog label extraction - review,"KR5TXN3 | L, U, RS, P | 285E3-6XR5A"
NIS-396,NIS,KBRASTU15,"L, U, T, P",28268-5W501; 28268-ZB700,,catalog label extraction - review,"KBRASTU15 | L, U, T, P | 28268-5W501, 28268-ZB700"
