ML_PN	LR_ID	MW_ID	TI P/N	ALIASES
	GM040	GM-623	180665.0	TIK-GM-09	10335585.0
	GM043	GM-629	180693.0	TIK-GM-14	10335582.0
	GM047	GM-600	171571.0	TIK-SAT-07	22692190.0
	GM054	CAD-1163	171604.0	TIK-CAD-06	15212382.0
	GM059	GM-721	180705.0		10357131.0
	GM063	CAD-1137	171608.0	TIK-CAD-23	20998254.0
	GM065	CAD-1143	171618.0	TIK-CAD-25	20802901.0					28268-C990C
	GM067_D2	CAD-1145	180988.0	TIK-CAD-28	25943677.0
	GM068	CORVETTE-7	171446.0	TIK-CHV-21	25926479.0
	GM069	CORVETTE-10	180649.0	CHV-22	10372541.0
	GM071	OSGM-998	171548.0		10205239.0
	GM085	CAD-1159	180703.0	TIK-CAD-39	19115765.0
	GM101	GM-837	180725.0	TIK-CHV-65	13580081.0
	GM104	GM-835	180717.0	TIK-GMC-13	13577767.0
	GM107
	GM127	GM-913	180719.0	TIK-CHV-107	84209237.0
GMRR0134	GM134	GM-900	180726.0	TIK-CHV-101	22881479.0
	GM809				13579216.0
	HON003	HON-454	172054.0	TIK-HON-36	08E61-S01-100
	HON004	HON-428	180744.0	TIK-HON-12	08E61-S5D-1M001
	HON005	HON-431	180747.0	TIK-HON-38	72147-S5T-A01
	HON006	HON-451	172062.0	TIK-HON-34	72147-S9A-A01
	HON007	HON-448	180774.0	TIK-HON-15	72147-S10-A52
	HON008	HON-445	172059.0	TIK-ILC-135	72147-S0K-A02
	HON009	HON-465	172067.0	TIK-HON-27	72147-S0X-A02
	HON010	HON-468	180777.0	TIK-HON-17	72147-SHJ-A21
	HON011	HON-471	180778.0	TIK-HON-07	72147-SHJ-A61
HAHA0020	HON020	HON-480	182315.0	TIK-HON-22	35111-SVA-305
	HON024	HON-496	182343.0	TIK-HON-28	35118-TK8-A30
	HON033	HON033	171912.0		35111-SLN-305
	HON042	HON-503	181143.0	TIK-HON-60	72147-T5A-A01
	HON047	HON-511	181157.0	TIK-HON-67	72147-T2G-A31
	HON055	HON-516	181149.0	TIK-HON-66	72147-T2G-A61
	HON055N	OEM-HON-516	138771.0	TIK-HON-66	72147-T2G-A61
	HON102	HON-539 M1	182773.0	TIK-HON-110	72147-THR-A61
	HON102D2	HON-539 M2	182774.0		72147-THR-A72
	HON2147	HON-555	199559.0	TIK-HON-118	72147-T20-A01
	HYU002	HYU-1246	180735.0	TIK-HYU-26	95430-1R200
	HYU004	HYU-1182	171844.0	TIK-HYU-12	95430-2E200
	HYU005	HYU-1164	180734.0	TIK-HYU-36	95430-0E011
	HYU006	HYU-1242	180731.0	TIK-ILC-139	95430-2S200
	HYU008	HYU-1236	180750.0	TIK-HYU-21	95430-3Q000
	HYU009	HYU-1239	180732.0	TIK-HYU-41	95430-3X500
	HYU010	HYU-1263	171855.0	TIK-HYU-43	95430-2L350
	HYU011	HYU-1245	180740.0	TIK-HYU-40	39N830-1000
	HYU012	HYU-1255	180733.0	TIK-HYU-62	95430-A5200
	HYU014	HYU-1221	180728.0		95411-26200
	HYU020	HYU-1206	171862.0		95430-3L022
	HYU031	HYU-1248	182256.0	TIK-HYU-44	95430-4Z100
	HYU037	HYU-1256	180736.0	TIK-HYU-52	95430-1R300
	HYU050	HYU-1290	182261.0	TIK-HYU-82	95430-C1210
	HYU051	HYU-1297
	HYU054	HYU-1300	182274.0	TIK-HYU-105	95430-S2100
	HYU054	HYU-1300
	HYU056	HYU-1294	182270.0	TIK-HYU-91	95430-G3100
	HYU063	HYU-1299	182272.0	TIK-HYU-101	95430-J3010
HGFA0064	HYU064	HYU-1318	171623.0	TIK-HYU-117R	95430-S2300, OEM-HYU-1318, TIK-HYU-117N, 171624,
	HYU066N		138846.0	TIK-HYU-123	95430-L1000
	HYU076N	OEM-HYU-1330	149937.0	TIK-HYU-136	95430-AA000
	HYU8500	HYU-1332	171625.0		95430-S8500
	INF001	INF-1482	172286.0	TIK-INF-23	285E3-AC70A
	INF002	INF-1471	181199.0	TIK-INF-29	285E3-1BA5A
	INF003	INF-1476	181202.0	TIK-INF-20	285E3-CL02D
	INF006	INF-1519	181204.0	TIK-INF-36	285E3-1CA7A
	INF007	INF-1480		TIK-INF-22R
	INF011	INF-1520	181205.0	TIK-INF-31	285E3-1LL0A
	INF022	INF-1505	172350.0	TIK-NIS-84R	28268-2Y905
	JAG008	JAG-1712	172092.0	TIK-JAG-16R	C2S-31067
	JAG014	JAG-1721	172105.0	TIK-JAG-19	HK83-15K601-AA
	KIA0000	KIA-1258	197177.0	TIK-KIA-161	95430-R0000
	KIA0000	OEM-KIA-1258	194092.0
	KIA001	KIA-1112 AM	155342.0	TIK-KIA-11	95430-1F160
	KIA002	KIA-1133	180742.0	TIK-KIA-19	95430-3W100
	KIA003	KIA-1130	171843.0	TIK-KIA-20	95430-2K100
	KIA004	KIA-1055	171845.0	TIK-KIA-82	95430-2F900
	KIA006	KIA-1100	171847.0	TIK-KIA-07	95430-1G000
	KIA007	KIA-1154	180739.0	TIK-KIA-17	95430-1M100
	KIA008	KIA-1088	180749.0	TIK-KIA-15	95430-2F950
	KIA009	KIA-1067	180751.0	TIK-ILC-140	95430-2G200
	KIA010	KIA-1082	180752.0	TIK-ILC-378	95430-1D201
	KIA011	ILCO-KIA-1136	155355.0	TIK-ILC-222	95430-2T000
	KIA012	KIA-1085	171837.0		95430-2F200
	KIA020	KIA-1118	180755.0	TIK-KIA-38	95430-4D032
	KIA021	KIA-1094	180756.0	TIK-KIA-14N	95430-4D031
	KIA022	KIA-1103	180757.0	TIK-KIA-16	95430-2J200
		KIA-1091 AM	155377.0		95430-4D050
		KIA-1155	171873.0		95430-4D052
	KIA026	KIA-1137	182255.0	TIK-KIA-39	95430-1W020, HKG-C3-0090-F-B, OEM-KIA-1137,
	KIA028	KIA-1073	171841.0		95430-1F110
	KIA033	KIA-1106	171869.0	TIK-KIA-58N	95430-4D040
	KIA038	KIA-1147	182276.0	TIK-KIA-63R	95430-2T560
	KIA040	KIA-1150	182294.0	TIK-KIA-56	95430-1W003
	KIA045	KIA-1159	182305.0	TIK-KIA-67	95430-A9300
	KIA053	KIA-1185	182280.0	TIK-KIA-101	95430-H9700
	KIA065	KIA-1196	182288.0		95430-B2101
	KIA085	KIA-1195	171675.0	TIK-KIA-106	95430-C6000
	KIA091
	KIA092	KIA-1210	171693.0	TIK-KIA-136	95430-G5300 DEPE(4BT
	KIA092N	OEM-KIA-1210	171694.0	TIK-KIA-136	95430-G5300 DEPE(4BT
	KIA093	OEM-KIA-1214	171629.0	TIK-KIA-141	95430-R5000
	KIA310		201523.0	TIK-KIA-180N	95440-K0310
	KIA5410			TIK-KIA-193	95430-Q5510
	KIA5510	OEM-KIA-1259	198017.0	TIK-KIA-193	95430-Q5510
	KIA6500
	KIA9850	OEM-KIA-1263	198013.0	TIK-KIA-159	95430-H9850
	LDR007	RANGE ROVER 1	172106.0	TIK-ROV-12	LR087660
	LEX001	LEX-31	181248.0	TIK-LEX-31	89904-48481
TXPJ0002	LEX002	LEX-30	181246.0	TIK-LEX-29	89904-0E031
	LEX003	LEX-41	181258.0	TIK-LEX-32	89904-60590
	LEX004	LEX-27	181244.0	TIK-LEX-33	89904-50F90
	LEX008	LEX-32	181250.0	TIK-LEX-41	89904-30C60
	LEX013	LEX-04	172379.0	TIK-LEX-07	89070-24171
	LEX014	LEX-09	172380.0	TIK-LEX-08	89070-48821
	LEX018	LEX-02	182390.0	TIK-LEX-13	89070-50170
	LEX021	LEX-40	181257.0	TIK-LEX-42	89904-50K80
	LEX024	LEX-08S	172386.0	TIK-LEX-15	89070-60081
	LEX038	LEX-43	181260.0		89904-78470
	LEX039	LEX-42	181259.0	TIK-LEX-44	89904-53651
	LEX043	LEX-50	172487.0	TIK-LEX-55	8990H-33020
	LEX081
	MAZ015	MAZ-341	172170.0	TIK-MAZ-39	BL8D-67-5RY
	MAZ016	MAZ-338	172172.0	TIK-MAZ-10	BN8P-67-5RY
	MAZ017N	OEM-MAZ-411	139922.0	TIK-MAZ-57N	BCY1-67-5RY
	MAZ023	MAZ-328	182352.0	TIK-MAZ-21	GP7A-67-5RYB
	MAZ033N	OEM-MAZ-383	138788.0	TIK-MAZ-26	TDY1-67-5RYA
	MAZ036	MAZ-415	181270.0	TIK-MAZ-30	GSYL-67-5RY
	MAZ051	OEM-MAZ-425	172152.0	TIK-MAZ-64	BCYA-67-5DY
	MAZ052N	OEM-MAZ-426	172140.0	TIK-MAZ-66
	MAZ053N	OEM-MAZ-428	149940.0	TIK-MAZ-71	TAYB-67-5DY
	MIT007	MIT-814	180763.0		MR587980
	MOP001	CHRY-1215	171199.0	TIK-ILC-103	56036860AE
	MOP002	CHRY-1216	180669.0	TIK-ILC-103	56036859AE
	MOP007	CHRY-1222	180668.0	TIK-ILC-102	4686481.0
	MOP011	CHRY-1212	180676.0	TIK-CHR-42R	4686797.0
	MOP012	CHRY-1237	180675.0	TIK-CHR-11R	4602268.0
	MOP014	CHRY-1234	180673.0	TIK-CHR-21R	4602260.0
	MOP020	CHRY-1243	180672.0	TIK-DOG-14R	4759136.0
	MOP028	KOB3-1888	170977.0	TIK-DOG-08R	05143608AA
	MOP048	CHRY-1645	181042.0	TIK-DOG-71	68375133AA
	N	OEM-MIT-859		TIK-MIT-25
	n/a	VOLVO-555 RC	172580.0		8626556.0	8688799.0
	n/a	OEM-VOLVO-555	138889.0	TIK-VOL-15N	31253386.0
	n/a	TOY-136	172570.0		89742-AC051
	NIS008	NIS-271	172331.0		28268-7Z460
	NIS011	NIS-224	180789.0	TIK-NIS-08	28268-5W500
	NIS012	NIS-227	180793.0	TIK-NIS-07	28268-5Y701
	NIS013	NIS-265	180792.0	TIK-NIS-16	28268-8S200
	NIS015	NIS-244	180791.0	TIK-NIS-20	26268-6Z700
	NIS020	NIS-307	181292.0	TIK-NIS-20	285E3-CB80D
	NIS020	OEM-NIS-307	139992.0	TIK-NIS-20	285E3-CB80D
	NIS025	NIS-295	181288.0	TIK-NIS-21	285E3-EW81D
	NIS028N	OEM-NIS-331	140139.0	TIK-NIS-52
	NIS029	OEM-NIS-327	140037.0	TIK-NIS-33	285E3-1JA2A
	NIS037	NIS-326	181302.0	TIK-NIS-36	285E3-1JA1A
	NIS041	NIS-333	181306.0	TIK-NIS-56	285E3-3NF4A
	NIS047	NIS-352
	NIS056	NIS-353	181320.0	TIK-NIS-81	285E3-5SA1A
	SUB001	SUB-912	180798.0	TIK-SUB-13	88036 FE041
	SUB003	SUB-915J	180799.0	TIK-SUB-24	88036SC030
	SUB005	SUB-921	180795.0	TIK-SUB-09R	88035 AC230
SBHT0007	SUB007	SUB-934	182373.0	TIK-SUB-12	57497-AJ00A
	SUB008	SUB-929	182386.0	TIK-SUB-11	57497AG48A
	SUB018	SUB-945	182375.0	TIK-SUB-38	57497-AL27A
	SUB020	SUB-948	182377.0	TIK-SUB-39	57497 AL37A
	SUZ002	SUZ-1418	181338.0	TIK-SUZ-10	317172-64J00
	SUZ006	SUZ-1408	180758.0	TIK-SUZ-05R	37180-64J00
	TOY002	TOY-118	180770.0	TIK-TOY-23R	89742-07020
	TOY003				89742-08100
	TOY004	TOY-222	180773.0	TIK-TOY-70	89742-0C040
	TOY006	TOY-219	180779.0	TIK-TOY-37	89742-AE030
	TOY012	SCION-1332	180804.0	TIK-SCI-07	89742-52010
	TOY017	TOY-127	172569.0	TIK-TOY-15	89742-0C010
	TOY024	TOY-124	172564.0		89742-20200
	TOY025	TOY-103	180802.0	TIK-TOY-25	89742-06010
	TOY027	TOY-231	182414.0	TIK-TOY-27	89904-47180
	TOY028N	OEM-TOY-163	196335.0	TIK-TOY-26
	TOY029	TOY-181	181346.0	TIK-TOY-28	89904-07030
	TOY032	TOY-101	180806.0	TIK-TOY-24	89742-AA030
	TOY035	TOY-107	180807.0	TIK-TOY-14	89742-08050
	TOY036	TOY-139	180809.0	TIK-TOY-60	89742-0C030
	TOY041	TOY-236	181359.0	TIK-TOY-56	89904-0T020
	TOY044	TOY-234			TLS-P4-0640-R-B, 89904-0T020,
	TOY053	SCION-1334 G	172410.0	TIK-SCI-24R	"89070-21120 / 89070-21180 / ""G"" Chip"
	TOY054	TOY-212	172411.0	TIK-SCI-21R	89070-21050
TXHA0056	TOY056	TOY-211	182408.0	TIK-TOY-42	19185109.0
	TOY057	TOY-214 G	182411.0	TIK-TOY-19R	89070-35170
	TOY058	TOY-214	182409.0	TIK-TOY-54	89070-0R030
	TOY060	TOY-215	182421.0	TIK-TOY-74	89070-06420
	TOY064				89904-48110
	TOY065	TOY-246	172448.0	TIK-TOY-80	89904-35030
	TOY089	SCION-1343	181333.0	TIK-SCI-31	SU003-07424
	TOY093	TOY-214 H	182413.0	TIK-TOY-92	89070-52G50
	TOY094	TOY-258	181376.0	TIK-TOY-93	89904-47530
	TOY1003	OEM-TOY-363	200995.0	TIK-TOY-162	SU003-10030
	TOY101	SCION-1345 G	182433.0	TIK-SCI-26	SU003-01445
	TOY107	OEM-TOY-259	138764.0	TIK-TOY-99	89904-47460
	TOY110	TOY-256	181374.0	TIK-TOY-115	89904-WB001
	TOY110N	OEM-TOY-256	140126.0	TIK-TOY-115	89904-WB001
	TOY121	TOY-268	182400.0	TIK-TOY-117	89070-F4080
	TOY121N	OEM-TOY-268	47152.0	TIK-TOY-117	89070-F4080
	TOY125	OEM-SCION-1344 G	156484.0	TIK-SCI-35N	SU003-05282
	TOY141	TOY-295
	TOY144N	OEM-TOY-286	121174.0	TIK-TOY-147	89070-42G00
	TOY159N	OEM-TOY-321	138795.0	TIK-TOY-133	8990H-12040
	TOY161				89904-08040
	TOY224N	OEM-TOY-315	172509.0		8990H-0E030
	TOY180N	OEM-TOY-308	150642.0	TIK-TOY-150	8990H-48050
	TOY220	OEM-TOY-357	200754.0	TIK-TOY-165
	TOY227N	OEM-TOY-285
	TOY232N	OEM-TOY-320	172545.0
	TOY243				8990H-42030	8990H42030
	TOY244	OEM-TOY-328	182777.0	TIK-TOY-157	8990H-35010
	TOY246	OEM-TOY-330	182871.0		89070-04060
	TOY330				8990H-0E330
	TOY4204				8990H-42040	8990H42040
	ULK001	KOB3-1890	182177.0	TIK-DOG-08	5179513.0
	ULK003	M3N3-1884	170978.0	TIK-ILC-040	05054092AD
	ULK005	M3N6-1868	171048.0	TIK-CHR-23	04727348AE
	ULK008	OHT5-1885	171034.0	TIK-CHR-13	05026355AA
CHHM0011	ULK011	OHT6-1853	171050.0	TIK-JEP-16	68003461AA
	ULK017	MIT-RHK 1	172228.0	TIK-MIT-26	MN141383
MTHT0020	ULK020	MIT-RHK 3	172234.0	TIK-MIT-21	MN141545
	ULK021	MIT-RHK 5	89697.0		6370A148
	ULK022	MIT-RHK 4	87695.0	TIK-MIT-28	6370A477
	ULK023	SAAB-504	172360.0	TIK-SAB-22N	12783781.0
	ULK025	SC-5913396	122220.0	TIK-GM-47N	23335583.0
	ULK029	GM-781	122207.0		13504199.0
	ULK031	GM-802
	ULK032	GM-805	65291.0		13504199.0
	ULK033	GM-790	12212.0		13500227.0
	ULK035				13585206.0
	ULK036	GM-793	122213.0		13504204.0
	ULK041	BMW-1441		TIK-BMW-22	66126959059.0
	ULK042	BMW-1492	170922.0
	ULK044	DART-1	182192.0	TIK-DOG-51
	ULK050N	OEM-HYU-1301	138751.0
	ULK052N	OEM-NIS-321	139829.0	TIK-NIS-46N						89904-30K20
	ULK054N	OEM-NIS-324	140019.0	TIK-NIS-57
	ULK055	INF-1523	181207.0		285E3-9NB4A
NSPH0056	ULK056	INF-1525	181208.0	TIK-INF-34	285E3-9NB5A
MTST0058	ULK058	MIT-860 RC	181284.0	TIK-MIT-24R
	ULK059				22856930.0
	ULK059	CAD-1162	180990.0	TIK-CAD-41R
	ULK059N	OEM-CAD-1162	139937.0	TIK-CAD-41
	ULK061	MINI-75	170911.0
	ULK062	HYU-1249	181179.0	TIK-HYU-22N
	ULK065	HYU-1254	139993.0	TIK-HYU-37R
	ULK066	KIA-1143
	ULK068	KIA-1144	181223.0		95440-3W100
	ULK070	HYU-1224			95440-3J600
	ULK071	LAND-1307	182345.0
	ULK073	CAD-1168	171440.0	TIK-CAD-42
	ULK075N	OEM-GM-848	98152.0	TIK-CHV-44
	ULK083	GM-839	182217.0	TIK-CHV-42
	ULK083N	OEM-GM-839	128053.0	TIK-CHV-42
	ULK088N
	ULK091	HYU-1264	181185.0	TIK-HYU-53
	ULK091N	OEM-HYU-1264	140055.0	TIK-HYU-53						56053000.0	5183348.0	05135670AA	05179513 & 56038751
	ULK093	KIA-1152	181227.0	TIK-KIA-46R	95440-1U500
	ULK095N	OEM-MIT-RHK 9	48537.0	TIK-MIT-47N						51836681AA
	ULK101	NIS-360	181326.0	TIK-NIS-87						57010065AB	68001710AA	68003079AA	68003389AA	68029834AA	68029834AB	68092982AA	68092989AA	68273336AA	68273344AA	68273345AA
	ULK103	KIA-1160	181229.0	TIK-KIA-62	95440- 4U000
	ULK103N	OEM-KIA-1160	140029.0	TIK-KIA-62
	ULK111	SC-5927057	182229.0		13586489.0
	ULK1110N			TIK-HYU-177
HGPT0113	ULK113N	OEM-HYU-1276	138708.0	TIK-HYU-56	HKPT0113
	ULK114	AUDI-1977-NON PROX	172691.0	TIK-AUD-06R	4HO959754A
	ULK115	AUDI-1977-OPEN PROX	172690.0	TIK-AUD-09R
	ULK1160	-	-	TIK-HYU-175	95440-L1160
	ULK1160N			TIK-HYU-124
	ULK119	HYU-1270	171744.0	TIK-HYU-55
	ULK119N	OEM-HYU-1270	140099.0	TIK-HYU-55
	ULK122	CORVETTE-18	181063.0	TIK-CHV-82	23465950.0
	ULK122N	OEM-CORVETTE-18	171451.0	TIK-CHV-82	23465950.0
	ULK125N	OEM-NIS-343	139859.0	TIK-NIS-60
KAPT0127	ULK127N	OEM-KIA-1153	140053.0	TIK-KIA-72N	95440-3R601
	ULK145	HYU-1267	181187.0	TIK-HYU-63
HGPT0147	ULK147	HYU-1261	181184.0		95440-3V022
	ULK151N	OEM-KIA-1161	139989.0	TIK-KIA-69
	ULK153N	OEM-KIA-1170	140023.0
	ULK155N	OEM-KIA-1172	171765.0	TIK-KIA-78
	ULK164
	ULK167	VOLVO-560	182437.0	TIK-VOL-26	30659495.0
	ULK170	GM-857	181114.0	TIK-BUK-07R
	ULK171	CAD-1179	181001.0	TIK-CAD-55
	ULK176N	OEM-HON-520	73922.0
	ULK177	HON-502	182318.0	TIK-HON-54
	ULK179N	OEM-GM-893	138738.0
	ULK181	GM-902	171427.0
	ULK183	HON-502	171887.0	TIK-HON-61
	ULK185N	OEM-KIA-1187	140082.0	TIK-KIA-102	95440-J5200
	ULK189	GM-874	171384.0
	ULK191	CHRY-1625	171143.0	TIK-ILC-260	68241531AD
	ULK192	CHRY-1626	181028.0
	ULK193	CHRY-1627	181029.0
	ULK1930N		195374.0	TIK-HYU-198	95440-K5010
	ULK197	CHRY-1631	181033.0
	ULK198
	ULK200	OEM-HYU-1298	138895.0		95440-D2000NNB
	ULK2013	HYU-1405	199427.0	TIK-HYU-179	95440-S1660
	ULK203	KIA-1182	171768.0
	ULK206	INF-1531
	ULK213
	ULK217N	HYU-1275	140083.0	TIK-HYU-65N	95440-D3100NNA	95440-D3100-NNA
	ULK219N	OEM-MIT-865	138772.0
	ULK220
	ULK223	CORVETTE-20	171492.0	TIK-CHV-81
	ULK223N	OEM-CORVETTE-20	140088.0	TIK-CHV-81
	ULK225	MER-68		TIK-SMT-10
	ULK226	OEM-HYU-1288		TIK-HYU-77R	95440-G2000
	ULK228N	OEM-HYU-1303	138692.0	TIK-HYU-90
	ULK244N	OEM-HYU-1293	138744.0	TIK-HYU-97
	ULK245N	OEM-HYU-1291	138750.0	TIK-HYU-172
	ULK267N	OEM-CHRY-1658	138797.0
NSPH0269	ULK269	INF-1534	181216.0	TIK-INF-40R	285E3-5NA7A
	ULK271	INF-1533	181215.0
	ULK280	CHRY-1652	181050.0
	ULK282N	OEM-CHRY-1672	138864.0	TIK-DOG-79
	ULK283	CHRY-1655	171135.0
	ULK288	CHRY-1680	171092.0
	ULK288N	OEM-CHRY-1680	171093.0
	ULK301	CAD-1173	180996.0	TIK-CAD-43
	ULK304	GM-918
	ULK319N	OEM-HYU-1285		TIK-HYU-85	95440-D2000-BLH
	ULK322N	OEM-NIS-359	140136.0	TIK-NIS-96N
	ULK323	GM-860			13584513.0
	ULK323	GM-890			13584513.0
	ULK323
NSPH0325	ULK325	INF-1535			285E3-9NR5A, 285E3-9NR5B,
	ULK327	INF-1536
	ULK328N	OEM-KIA-1183		TIK-KIA-96N
	ULK328N	OEM-KIA-1183		TIK-KIA-96N
	ULK330	HYU-1295	171723.0		95440-S1000
	ULK330N	OEM-HYU-1301
	ULK331N	OEM-HYU-1309
	ULK333N	OEM-NIS-357
	ULK334N
	ULK350N	OEM-KIA-1193
CHPA0356	ULK356	CHRY-1668		TIK-DOG-103	68575426AA
	ULK365
	ULK366N	OEM-CHRY-1662		TIK-DOG-105N
	ULK380	KIA-1200	171770.0	TIK-KIA-120	95440-D9500
	ULK380N	OEM-KIA-1200	138887.0	TIK-KIA-120	95440-D9500
	ULK381N	OEM-INF-1538		TIK-INF-53
	ULK387	OEM-INF-1537	138810.0	TIK-INF-44N	285E3-5DD3A
	ULK389	CHRY-1666		TIK-DOG-101
	ULK390	OEM-INF-1540	149929.0	TIK-INF-51	285E3-5NY7A
	ULK390				285E3-5NY7A
	ULK395N	OEM-HYU-1311	138850.0	TIK-HYU-118	95440-S8310
	ULK396N	OEM-HYU-1324	171705.0	TIK-HYU-125
	ULK399N	OEM-KIA-1191		TIK-KIA-115N
	ULK400	OEM-HYU-1319	138700.0	TIK-HYU-124N	95440-L1060
	ULK401N	OEM-HYU-1316	138839.0		95440-L1500
	ULK404N	OEM-CHRY-1671		TIK-JEP-63
	ULK406	OEM-HYU-1315	138830.0	TIK-HYU-122	95440-K2400
	ULK410N	OEM-KIA-1225	171813.0	TIK-KIA-145	95440-R0410
	ULK418				285E3-5NY3A
KAPD0420	ULK420	KIA-1279	198037.0		95440-R0420, 188768,TIK-KIA-154N, TIK-KIA-154R, OEM-KIA-1279,
	ULK4202				68394202AA
	ULK422	CAD-1183
	ULK441N	OEM-GM-931		TIK-CHV-128
	ULK443	HYU-1317		TIK-HYU-126	95440-L1010
	ULK443N	OEM-HYU-1317	171790.0		95440-L1010
				TIK-HYU-219N
	ULK475N	OEM-HYU-1311
	ULK478	OEM-GM-927	171507.0	TIK-GMC-31	13548435.0
	ULK4824		171459.0		13585205.0
	ULK496	OEM-KIA-1206	138848.0	TIK-KIA-114	95440-J5010
	ULK497	OEM-KIA-1187	140082.0	TIK-KIA-102
	ULK501	OEM-KIA-1208	138696.0	TIK-KIA-140	95440-P2000
	ULK502	OEM-KIA-1215	171780.0	TIK-KIA-146	95440-R5000
	ULK5025			TIK-KIA-148	95440-G5025
	ULK5410	KIA-1267	203141.0	TIK-KIA-163N	95440-Q5410
	ULK5460			TIK-INF-56
	ULK5500	KIA-1253	201486.0		95440-J5500
	ULK560			TIK-CHV-148	13554096.0
	ULK5664		na		13535664.0
	ULK5700				95440-Q5700
	ULK571			TIK-NIS-102	285E3-6XR1A
	ULK575	OEM-HYU-1337	150645.0	TIK-HYU-155	95440-N9080
	ULK5750				95440-L5750
	ULK581	NIS-366	172304.0		285E3-6XR5A	285E3-6TA5B
	ULK581N	OEM-NIS-366	172304.0	TIK-NIS-97
	ULK582	OEM-KIA-1203	138867.0		95440-Q5000
	ULK591N	OEM-NIS-393	197421.0	TIK-NIS-99
	ULK6100	OEM-HYU-1335	150643.0	TIK-HYU-137	95440-T6100
	ULK6100	OEM-HYU-1335	150643.0	TIK-HYU-137
	ULK637
	ULK7131	CHRY-1727	202441.0		68577131AC
	ULK7677				13547677.0
	ULK7678			TIK-BUK-26	13547678.0
	ULK9400	OEM-HYU-1344	171731.0	TIK-HYU-153	95440-J9450
	ULK9530	OEM-HYU-1398		TIK-HYU-158
	ULK9544				95440-K5000
	ULK9630
	ULKFIAT	FIA-433TX-RFB-A	182184.0	TIK-FT-08	2ADPXTRF198
	VOL11TI	OEM-VOLVO-538		TIK-VOL-11N	30772198.0
	VW001	VW-1662		TIK-VW-10
	VW002
	VW003	VW-1666
	VW004	VW-1668
	VW006	VW-1658
	VW010
	VW012
	VW016
	VW021	VW-1689
	VW037
	VW039	VW-1689
		CHRY-1231	180674.0		4602268.0
		CHRY-1249	180797.0	TIK-CHR-10R	4608229.0
		CHRY-1261	171198.0	TIK-ILC-103	4686366.0
		CAD-1120	171561.0		10178734.0
		CAD-1129	171557.0	TIK-CAD-30	10354922.0
				TIK-GMC-43	13530574.0
				TIK-GMC-43	13530574.0
					13532753.0
		CORVETTE-12	171476.0	TIK-CHV-61	22779880.0
					32279992.0
		TOY-154	180820.0		08191-00922
					164-8329
		SC-5912561	122217.0	TIK-FOR-29	164-R8067
		OEM-FORD-R8297		TIK-FOR-136N	164-R8297
		OEM-FORD-R8320	200076.0	TIK-FOR-137N	164-R8320
		FDFR337	200079.0		164-R8337
		FORD-R8337	200624.0	TIK-FOR-152	164-R8337
		OEM-NIS-349	140017.0	TIK-NIS-70	285E3-1LB5A
		OEM-INF-1521	139902.0	TIK-INF-32	285E3-1MP0A
		INF-1540	172321.0	TIK-INF-51	285E3-5NY7A
		OEM-NIS-353	138820.0	TIK-NIS-81	285E3-5SA1A
		NIS-367		TIK-NIS-102	285E3-6XR1A
		INF-1493	172271.0		285E3-CG025
		HON-491 M1	182326.0		35118SZAA12	35118-SZA-A12
		SUZ-1402	121346.0		37180-54G22
					57497 AL02A
SBHT0011	SUB011	SUB-931	182389.0	TIK-SUB-10	57497-AG35A
		SUB-948			57497-AL37A
					57497-SJ050
		OEM-CHRY-1662	171139.0	TIK-DOG-104N	68374994AB
		OEM-CHRY-1683		TIK-JEP-88	68377534AB
				TIK-JEP-99	68577131AC
		OEM-CHRY-1687	171149.0	TIK-JEP-89	68582672AB
		OEM-CHRY-1685	187739.0		68582673AB
		JAG-1705	172097.0		6W83-15K601-LB
		OEM-HON-555	150638.0	TIK-HON-118	72147-T20-A01
		HON-544 D1	182770.0	TIK-HON-109	72147-T6Z-A61
		OEM-HON-539 M1	149934.0	TIK-HON-110	72147-THR-A61
		OEM-HON-539 M2	149935.0	TIK-HON-110NM2	72147-THR-A72
		HON-563	195147.0	TIK-ACU-65	72147-TYA-C01
				TIK-ACU-65	72147-TYA-C01
		OEM-CHRY-1713			7FF24LXHAB
					7TB23DX9PA
		SUB-939		TIK-SUB-25	88835-CA060
		TOY-283	182392.0	TIK-TOY-131	89070-0R300
		LEX-10	172387.0	TIK-LEX-06	89070-48020
		TOY-244	172391.0	TIK-TOY-11	89070-60750
		LEX-05	182391.0	TIK-LEX-09	89070-60800
		LEX-59	185923.0		89904-0E180
		OEM-LEX-59	172468.0		89904-0E180
		TOY-295	172523.0	TIK-TOY-115	89904-WB001
				TIK-TOY-182N	8990H-0E600
		OEM-LEX-50	183363.0	TIK-LEX-55	8990H-33020
		OEM-LEX-25	124341.0	TIK-LEX-20N	89994-50241
				TIK-HYU-20N	95411-26200
		OEM-HYU-1286	140014.0	TIK-HYU-72	95430-2W110
		KIA-1076	171866.0		95430-3C100
				TIK-HYU-34N	95430-3L022
		HYU-1197	171870.0		95430-4J011
		OEM-HYU-1197	155374.0		95430-4J011
		HYU-1212	180738.0		95430-4J021
				TIK-HYU-14N	95430-4J021
		OEM-HYU-1248	138760.0	TIK-HYU-44	95430-4Z100
		HYU-1330	171649.0	TIK-HYU-136	95430-AA000
		KIA-1235	171674.0		95430-C5101
				TIK-KIA-132	95430-D9410
				TIK-KIA-159	95430-H9850
		OEM-HYU-1299	138770.0	TIK-HYU-101	95430-J3010
